Name,Description,Latitude,Longitude ,InfoURL,ImageURL
Disneyland,An amusement park,33.812511,-117.918976,https://disneyland.disney.go.com/,https://secure.cdn1.wdpromedia.com/resize/mwImage/1/640/360/75/dam/wdpro-assets/dlr/gallery/destinations/disneyland-park/disneyland-gallery00.jpg?1546966336968
Legoland,Theme park of Lego,33.1257,-117.3128,https://www.legoland.com/california/,https://www.sandiego.com/sites/sandiego.com/files/content/listing/thumbnail/legoland_entrance.jpg
Death Valley,A national park,36.5322649,-116.9325408,https://www.nps.gov/deva/index.htm,https://www.oasisatdeathvalley.com/content/uploads/2017/10/death-valley-badwater-gi-857642770-445x290.jpg
Apple park,The headquater of Apple Co,37.3327,-122.0053,https://www.apple.com/retail/appleparkvisitorcenter/,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Aerial_view_of_Apple_Park_dllu.jpg/1200px-Aerial_view_of_Apple_Park_dllu.jpg
UCSB,"An university of california, Santa Barbara",34.413963,-119.848946,https://www.ucsb.edu/,http://acc.english.ucsb.edu/images/UCSB.jpg
Griffith Observatory,Tourist attraction with a close view of the Hollywood Sign,34.136555,-118.294197,http://www.griffithobservatory.org/,https://www.visitcalifornia.com/sites/default/files/styles/welcome_image/public/vc_spotlight_griffithpark_module1_observatory_rf_601930068_1280x640.jpg
